,Adipose Tissue,Adrenal Gland,Bladder,Blood,Blood Vessel,Bone Marrow,Brain,Breast,Cervix Uteri,Colon,Esophagus,Fallopian Tube,Heart,Kidney,Liver,Lung,Muscle,Nerve,Ovary,Pancreas,Pituitary,Prostate,Salivary Gland,Skin,Small Intestine,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina
9038,,,,,,,,,,,,,,,,,,GTEX-1C6VR-2726-SM-79OM7,,,,,,,,,,,,,
9049,,,,,,,,,,,,,,,,,,GTEX-1C6VS-0226-SM-7SB7B,,,,,,,,,,,,,
9073,,,,,,,,,,,,,,,,,,GTEX-1C6WA-0526-SM-7IGNZ,,,,,,,,,,,,,
9094,,,,,,,,,,,,,,,,,,GTEX-1CAMQ-0526-SM-7RHGR,,,,,,,,,,,,,
9136,,,,,,,,,,,,,,,,,,GTEX-1CAMS-0526-SM-7EWEX,,,,,,,,,,,,,
9167,,,,,,,,,,,,,,,,,,GTEX-1CAV2-2526-SM-7IGQ7,,,,,,,,,,,,,
9189,,,,,,,,,,,,,,,,,,GTEX-1CB4E-1926-SM-7RHFO,,,,,,,,,,,,,
9201,,,,,,,,,,,,,,,,,,GTEX-1CB4F-0626-SM-9MQLI,,,,,,,,,,,,,
9237,,,,,,,,,,,,,,,,,,GTEX-1CB4G-0626-SM-7PC3P,,,,,,,,,,,,,
9268,,,,,,,,,,,,,,,,,,GTEX-1CB4H-0926-SM-7PBYZ,,,,,,,,,,,,,
9285,,,,,,,,,,,,,,,,,,GTEX-1CB4I-0626-SM-79OM1,,,,,,,,,,,,,
9317,,,,,,,,,,,,,,,,,,GTEX-1CB4J-0526-SM-7DUGI,,,,,,,,,,,,,
9352,,,,,,,,,,,,,,,,,,GTEX-1E1VI-0526-SM-79OM2,,,,,,,,,,,,,
9379,,,,,,,,,,,,,,,,,,GTEX-1E2YA-0326-SM-9KNW8,,,,,,,,,,,,,
9410,,,,,,,,,,,,,,,,,,GTEX-1EH9U-0426-SM-7PBY9,,,,,,,,,,,,,
9480,,,,,,,,,,,,,,,,,,GTEX-1EMGI-0526-SM-9YFM3,,,,,,,,,,,,,
9505,,,,,,,,,,,,,,,,,,GTEX-1EN7A-0426-SM-7PBYU,,,,,,,,,,,,,
9561,,,,,,,,,,,,,,,,,,GTEX-1EWIQ-0426-SM-793D4,,,,,,,,,,,,,
9595,,,,,,,,,,,,,,,,,,GTEX-1EX96-1326-SM-7PC36,,,,,,,,,,,,,
9625,,,,,,,,,,,,,,,,,,GTEX-1F48J-0426-SM-7SB8S,,,,,,,,,,,,,
9687,,,,,,,,,,,,,,,,,,GTEX-1F5PK-2726-SM-9MQLC,,,,,,,,,,,,,
9731,,,,,,,,,,,,,,,,,,GTEX-1F6I4-0426-SM-7SB7K,,,,,,,,,,,,,
9756,,,,,,,,,,,,,,,,,,GTEX-1F6IF-0126-SM-9MQLB,,,,,,,,,,,,,
9792,,,,,,,,,,,,,,,,,,GTEX-1F75A-0426-SM-7RHGN,,,,,,,,,,,,,
9866,,,,,,,,,,,,,,,,,,GTEX-1F75W-0426-SM-9MQKG,,,,,,,,,,,,,
9883,,,,,,,,,,,,,,,,,,GTEX-1F7RK-0426-SM-7SB7O,,,,,,,,,,,,,
9895,,,,,,,,,,,,,,,,,,GTEX-1F88E-0626-SM-7PC3C,,,,,,,,,,,,,
9921,,,,,,,,,,,,,,,,,,GTEX-1F88F-2826-SM-7SB8W,,,,,,,,,,,,,
9958,,,,,,,,,,,,,,,,,,GTEX-1GF9U-2426-SM-7SB8C,,,,,,,,,,,,,
9977,,,,,,,,,,,,,,,,,,GTEX-1GF9V-0526-SM-7PC2T,,,,,,,,,,,,,
10008,,,,,,,,,,,,,,,,,,GTEX-1GF9W-0126-SM-7PC12,,,,,,,,,,,,,
10041,,,,,,,,,,,,,,,,,,GTEX-1GF9X-1726-SM-7SB8D,,,,,,,,,,,,,
10071,,,,,,,,,,,,,,,,,,GTEX-1GL5R-2226-SM-7SB97,,,,,,,,,,,,,
10094,,,,,,,,,,,,,,,,,,GTEX-1GMR2-2326-SM-7PC18,,,,,,,,,,,,,
10120,,,,,,,,,,,,,,,,,,GTEX-1GMR3-2226-SM-9YFT6,,,,,,,,,,,,,
10147,,,,,,,,,,,,,,,,,,GTEX-1GMR8-0426-SM-9MQJZ,,,,,,,,,,,,,
10175,,,,,,,,,,,,,,,,,,GTEX-1GMRU-0426-SM-7SB95,,,,,,,,,,,,,
10204,,,,,,,,,,,,,,,,,,GTEX-1GN1U-0326-SM-9MQLT,,,,,,,,,,,,,
10236,,,,,,,,,,,,,,,,,,GTEX-1GN1V-0526-SM-9MQLQ,,,,,,,,,,,,,
10287,,,,,,,,,,,,,,,,,,GTEX-1GN2E-0526-SM-9MQKC,,,,,,,,,,,,,
10318,,,,,,,,,,,,,,,,,,GTEX-1GN73-0426-SM-9KNVJ,,,,,,,,,,,,,
10344,,,,,,,,,,,,,,,,,,GTEX-1GPI6-0426-SM-7PBZI,,,,,,,,,,,,,
10386,,,,,,,,,,,,,,,,,,GTEX-1GTWX-0426-SM-9MQM1,,,,,,,,,,,,,
10450,,,,,,,,,,,,,,,,,,GTEX-1GZ4H-1526-SM-9MQLH,,,,,,,,,,,,,
10468,,,,,,,,,,,,,,,,,,GTEX-1GZ4I-0326-SM-7PBZN,,,,,,,,,,,,,
10497,,,,,,,,,,,,,,,,,,GTEX-1GZHY-0226-SM-9WG6A,,,,,,,,,,,,,
10517,,,,,,,,,,,,,,,,,,GTEX-1H11D-0426-SM-ADEIO,,,,,,,,,,,,,
10561,,,,,,,,,,,,,,,,,,GTEX-1H1CY-2526-SM-9WG6C,,,,,,,,,,,,,
10578,,,,,,,,,,,,,,,,,,GTEX-1H1DE-1826-SM-9MQK8,,,,,,,,,,,,,
10586,,,,,,,,,,,,,,,,,,GTEX-1H1DF-0326-SM-B2LW6,,,,,,,,,,,,,
10606,,,,,,,,,,,,,,,,,,GTEX-1H1DG-0426-SM-9WG6D,,,,,,,,,,,,,
10642,,,,,,,,,,,,,,,,,,GTEX-1H1E6-2226-SM-9MQJX,,,,,,,,,,,,,
10659,,,,,,,,,,,,,,,,,,GTEX-1H1ZS-0226-SM-9YFLG,,,,,,,,,,,,,
10693,,,,,,,,,,,,,,,,,,GTEX-1H23P-0326-SM-9MQKH,,,,,,,,,,,,,
10720,,,,,,,,,,,,,,,,,,GTEX-1H2FU-0326-SM-9WYSV,,,,,,,,,,,,,
10745,,,,,,,,,,,,,,,,,,GTEX-1H3NZ-0526-SM-9YFM6,,,,,,,,,,,,,
10780,,,,,,,,,,,,,,,,,,GTEX-1H3O1-0826-SM-9YFMA,,,,,,,,,,,,,
10801,,,,,,,,,,,,,,,,,,GTEX-1H3VE-0626-SM-9WYSJ,,,,,,,,,,,,,
10818,,,,,,,,,,,,,,,,,,GTEX-1H3VY-0526-SM-9MQKE,,,,,,,,,,,,,
10847,,,,,,,,,,,,,,,,,,GTEX-1H4P4-1026-SM-9YFKP,,,,,,,,,,,,,
10879,,,,,,,,,,,,,,,,,,GTEX-1HB9E-2726-SM-D3L91,,,,,,,,,,,,,
10898,,,,,,,,,,,,,,,,,,GTEX-1HBPH-0626-SM-9YFMK,,,,,,,,,,,,,
10956,,,,,,,,,,,,,,,,,,GTEX-1HBPM-0526-SM-ARZND,,,,,,,,,,,,,
10977,,,,,,,,,,,,,,,,,,GTEX-1HBPN-0326-SM-9WYS9,,,,,,,,,,,,,
11023,,,,,,,,,,,,,,,,,,GTEX-1HCU6-0326-SM-CGQET,,,,,,,,,,,,,
11046,,,,,,,,,,,,,,,,,,GTEX-1HCU7-0526-SM-CGQFF,,,,,,,,,,,,,
11075,,,,,,,,,,,,,,,,,,GTEX-1HCU8-1426-SM-ACKXG,,,,,,,,,,,,,
11095,,,,,,,,,,,,,,,,,,GTEX-1HCU9-1726-SM-ADEHY,,,,,,,,,,,,,
11135,,,,,,,,,,,,,,,,,,GTEX-1HCVE-0426-SM-CM2SE,,,,,,,,,,,,,
11173,,,,,,,,,,,,,,,,,,GTEX-1HFI6-0626-SM-ACKX9,,,,,,,,,,,,,
11206,,,,,,,,,,,,,,,,,,GTEX-1HFI7-2126-SM-CE6QT,,,,,,,,,,,,,
11230,,,,,,,,,,,,,,,,,,GTEX-1HGF4-2726-SM-CM2SK,,,,,,,,,,,,,
11242,,,,,,,,,,,,,,,,,,GTEX-1HKZK-0626-SM-ADEHP,,,,,,,,,,,,,
11268,,,,,,,,,,,,,,,,,,GTEX-1HR98-0526-SM-COH37,,,,,,,,,,,,,
11282,,,,,,,,,,,,,,,,,,GTEX-1HR9M-0426-SM-CMKGM,,,,,,,,,,,,,
11296,,,,,,,,,,,,,,,,,,GTEX-1HSEH-0526-SM-ADEJ1,,,,,,,,,,,,,
11314,,,,,,,,,,,,,,,,,,GTEX-1HSGN-0426-SM-CGQFW,,,,,,,,,,,,,
11348,,,,,,,,,,,,,,,,,,GTEX-1HSKV-0426-SM-ADEIY,,,,,,,,,,,,,
11376,,,,,,,,,,,,,,,,,,GTEX-1HSMO-0326-SM-CGQF1,,,,,,,,,,,,,
11425,,,,,,,,,,,,,,,,,,GTEX-1HSMQ-1526-SM-ADEIB,,,,,,,,,,,,,
11449,,,,,,,,,,,,,,,,,,GTEX-1HT8W-0426-SM-ADEJA,,,,,,,,,,,,,
11473,,,,,,,,,,,,,,,,,,GTEX-1HUB1-0126-SM-E9U4T,,,,,,,,,,,,,
11500,,,,,,,,,,,,,,,,,,GTEX-1I19N-1826-SM-CGQFJ,,,,,,,,,,,,,
11519,,,,,,,,,,,,,,,,,,GTEX-1I1CD-0426-SM-ADEJ6,,,,,,,,,,,,,
11534,,,,,,,,,,,,,,,,,,GTEX-1I1GP-0126-SM-CYPSG,,,,,,,,,,,,,
11569,,,,,,,,,,,,,,,,,,GTEX-1I1GQ-0426-SM-ACKVR,,,,,,,,,,,,,
11597,,,,,,,,,,,,,,,,,,GTEX-1I1GR-0426-SM-CM2TG,,,,,,,,,,,,,
11643,,,,,,,,,,,,,,,,,,GTEX-1I1GT-0426-SM-ADEI8,,,,,,,,,,,,,
11677,,,,,,,,,,,,,,,,,,GTEX-1I1GU-2026-SM-CGQF8,,,,,,,,,,,,,
11693,,,,,,,,,,,,,,,,,,GTEX-1I1GV-0226-SM-CM2TH,,,,,,,,,,,,,
11724,,,,,,,,,,,,,,,,,,GTEX-1I1HK-0426-SM-ADEHV,,,,,,,,,,,,,
11756,,,,,,,,,,,,,,,,,,GTEX-1I4MK-1926-SM-B2LVQ,,,,,,,,,,,,,
11766,,,,,,,,,,,,,,,,,,GTEX-1I6K6-0426-SM-CM2TN,,,,,,,,,,,,,
11787,,,,,,,,,,,,,,,,,,GTEX-1I6K7-0426-SM-CGQFN,,,,,,,,,,,,,
11827,,,,,,,,,,,,,,,,,,GTEX-1ICG6-2826-SM-ADEIJ,,,,,,,,,,,,,
11837,,,,,,,,,,,,,,,,,,GTEX-1ICLY-0426-SM-ARL7T,,,,,,,,,,,,,
11871,,,,,,,,,,,,,,,,,,GTEX-1ICLZ-0726-SM-ARL84,,,,,,,,,,,,,
11891,,,,,,,,,,,,,,,,,,GTEX-1IDFM-1726-SM-B2LVU,,,,,,,,,,,,,
11909,,,,,,,,,,,,,,,,,,GTEX-1IDJC-1926-SM-ACKWT,,,,,,,,,,,,,
11924,,,,,,,,,,,,,,,,,,GTEX-1IDJD-1526-SM-CMKGA,,,,,,,,,,,,,
11943,,,,,,,,,,,,,,,,,,GTEX-1IDJE-2326-SM-A9SLH,,,,,,,,,,,,,
11985,,,,,,,,,,,,,,,,,,GTEX-1IDJH-0626-SM-ARZMC,,,,,,,,,,,,,
12007,,,,,,,,,,,,,,,,,,GTEX-1IDJI-0526-SM-CMKG4,,,,,,,,,,,,,
12040,,,,,,,,,,,,,,,,,,GTEX-1IDJU-2226-SM-ADEIH,,,,,,,,,,,,,
12051,,,,,,,,,,,,,,,,,,GTEX-1IDJV-0626-SM-CM2TS,,,,,,,,,,,,,
12058,,,,,,,,,,,,,,,,,,GTEX-1IE54-0426-SM-ARL8C,,,,,,,,,,,,,
12076,,,,,,,,,,,,,,,,,,GTEX-1IGQW-0326-SM-COH44,,,,,,,,,,,,,
12094,,,,,,,,,,,,,,,,,,GTEX-1IKJJ-0426-SM-CM2TT,,,,,,,,,,,,,
12119,,,,,,,,,,,,,,,,,,GTEX-1IKK5-0226-SM-CM2TV,,,,,,,,,,,,,
12208,,,,,,,,,,,,,,,,,,GTEX-1IL2V-0326-SM-COH4F,,,,,,,,,,,,,
12227,,,,,,,,,,,,,,,,,,GTEX-1IOXB-0426-SM-CM2TU,,,,,,,,,,,,,
12253,,,,,,,,,,,,,,,,,,GTEX-1IY9M-0426-SM-ARZMO,,,,,,,,,,,,,
12316,,,,,,,,,,,,,,,,,,GTEX-1J1R8-1926-SM-CM2RV,,,,,,,,,,,,,
12331,,,,,,,,,,,,,,,,,,GTEX-1J8EW-0426-SM-CYPSY,,,,,,,,,,,,,
12360,,,,,,,,,,,,,,,,,,GTEX-1J8JJ-0526-SM-ARL8O,,,,,,,,,,,,,
12407,,,,,,,,,,,,,,,,,,GTEX-1J8Q3-1826-SM-A9SLJ,,,,,,,,,,,,,
12440,,,,,,,,,,,,,,,,,,GTEX-1J8QM-2626-SM-CYPSM,,,,,,,,,,,,,
12451,,,,,,,,,,,,,,,,,,GTEX-1JJ6O-0326-SM-CYPSZ,,,,,,,,,,,,,
12475,,,,,,,,,,,,,,,,,,GTEX-1JJE9-0726-SM-CNPOH,,,,,,,,,,,,,
12497,,,,,,,,,,,,,,,,,,GTEX-1JJEA-0426-SM-COH2Y,,,,,,,,,,,,,
12537,,,,,,,,,,,,,,,,,,GTEX-1JK1U-2426-SM-CYPSR,,,,,,,,,,,,,
12559,,,,,,,,,,,,,,,,,,GTEX-1JKYN-1926-SM-CMKH1,,,,,,,,,,,,,
12570,,,,,,,,,,,,,,,,,,GTEX-1JKYR-0426-SM-CNPOM,,,,,,,,,,,,,
12592,,,,,,,,,,,,,,,,,,GTEX-1JMLX-0426-SM-COH2Z,,,,,,,,,,,,,
12628,,,,,,,,,,,,,,,,,,GTEX-1JMOU-1126-SM-CYPST,,,,,,,,,,,,,
12651,,,,,,,,,,,,,,,,,,GTEX-1JMPY-1626-SM-CMKGZ,,,,,,,,,,,,,
12659,,,,,,,,,,,,,,,,,,GTEX-1JMPZ-0426-SM-COH32,,,,,,,,,,,,,
12724,,,,,,,,,,,,,,,,,,GTEX-1JMQK-0426-SM-CL544,,,,,,,,,,,,,
12765,,,,,,,,,,,,,,,,,,GTEX-1JN1M-0226-SM-D4P2U,,,,,,,,,,,,,
12788,,,,,,,,,,,,,,,,,,GTEX-1JN6P-0326-SM-CNPPB,,,,,,,,,,,,,
12810,,,,,,,,,,,,,,,,,,GTEX-1JN76-0426-SM-ARZNK,,,,,,,,,,,,,
12841,,,,,,,,,,,,,,,,,,GTEX-1K2DA-1926-SM-CGQGU,,,,,,,,,,,,,
12863,,,,,,,,,,,,,,,,,,GTEX-1K2DU-2626-SM-D3L8W,,,,,,,,,,,,,
12872,,,,,,,,,,,,,,,,,,GTEX-1K9T9-0426-SM-E9U6L,,,,,,,,,,,,,
12910,,,,,,,,,,,,,,,,,,GTEX-1KAFJ-2126-SM-CY8IE,,,,,,,,,,,,,
12917,,,,,,,,,,,,,,,,,,GTEX-1KANA-0226-SM-DIPF8,,,,,,,,,,,,,
12940,,,,,,,,,,,,,,,,,,GTEX-1KANB-0326-SM-D4P3H,,,,,,,,,,,,,
12973,,,,,,,,,,,,,,,,,,GTEX-1KANC-1826-SM-CYPTA,,,,,,,,,,,,,
12981,,,,,,,,,,,,,,,,,,GTEX-1KD4Q-0426-SM-E9TJB,,,,,,,,,,,,,
13003,,,,,,,,,,,,,,,,,,GTEX-1KD5A-0526-SM-E9U55,,,,,,,,,,,,,
13033,,,,,,,,,,,,,,,,,,GTEX-1KWVE-1526-SM-E6CJ2,,,,,,,,,,,,,
13064,,,,,,,,,,,,,,,,,,GTEX-1KXAM-2526-SM-DIPFD,,,,,,,,,,,,,
13089,,,,,,,,,,,,,,,,,,GTEX-1L5NE-2426-SM-E6CID,,,,,,,,,,,,,
13105,,,,,,,,,,,,,,,,,,GTEX-1LB8K-0526-SM-E6CIT,,,,,,,,,,,,,
13125,,,,,,,,,,,,,,,,,,GTEX-1LBAC-0426-SM-DKPQJ,,,,,,,,,,,,,
13151,,,,,,,,,,,,,,,,,,GTEX-1LC47-0526-SM-DKPQO,,,,,,,,,,,,,
13168,,,,,,,,,,,,,,,,,,GTEX-1LG7Y-0226-SM-E9U5J,,,,,,,,,,,,,
13208,,,,,,,,,,,,,,,,,,GTEX-1LG7Z-1826-SM-D4P3R,,,,,,,,,,,,,
13231,,,,,,,,,,,,,,,,,,GTEX-1LGOU-1826-SM-D3LAL,,,,,,,,,,,,,
13267,,,,,,,,,,,,,,,,,,GTEX-1LGRB-2826-SM-COH46,,,,,,,,,,,,,
13285,,,,,,,,,,,,,,,,,,GTEX-1LH75-2326-SM-E6CIV,,,,,,,,,,,,,
13324,,,,,,,,,,,,,,,,,,GTEX-1LSNL-0426-SM-DIPFH,,,,,,,,,,,,,
13393,,,,,,,,,,,,,,,,,,GTEX-1LVAM-0426-SM-DIPFM,,,,,,,,,,,,,
13441,,,,,,,,,,,,,,,,,,GTEX-1LVAO-0326-SM-E6CIW,,,,,,,,,,,,,
13459,,,,,,,,,,,,,,,,,,GTEX-1M4P7-0526-SM-EVYCP,,,,,,,,,,,,,
13495,,,,,,,,,,,,,,,,,,GTEX-1MA7W-1626-SM-DIPFO,,,,,,,,,,,,,
13534,,,,,,,,,,,,,,,,,,GTEX-1MCC2-2426-SM-E6CJ4,,,,,,,,,,,,,
13563,,,,,,,,,,,,,,,,,,GTEX-1MCYP-2126-SM-E9J2S,,,,,,,,,,,,,
13594,,,,,,,,,,,,,,,,,,GTEX-1MJIX-2026-SM-E9J39,,,,,,,,,,,,,
13627,,,,,,,,,,,,,,,,,,GTEX-1MJK3-1526-SM-E6CJZ,,,,,,,,,,,,,
13633,,,,,,,,,,,,,,,,,,GTEX-1MUQO-0326-SM-E9J2Y,,,,,,,,,,,,,
13650,,,,,,,,,,,,,,,,,,GTEX-1N2DV-0326-SM-E6CJ7,,,,,,,,,,,,,
13729,,,,,,,,,,,,,,,,,,GTEX-1NHNU-1426-SM-E8VMC,,,,,,,,,,,,,
13824,,,,,,,,,,,,,,,,,,GTEX-1OFPY-2226-SM-E76OO,,,,,,,,,,,,,
13850,,,,,,,,,,,,,,,,,,GTEX-1OJC4-0226-SM-E9J4U,,,,,,,,,,,,,
13909,,,,,,,,,,,,,,,,,,GTEX-1PBJJ-0426-SM-E8VNP,,,,,,,,,,,,,
13921,,,,,,,,,,,,,,,,,,GTEX-1PDJ9-0726-SM-E8VMH,,,,,,,,,,,,,
13963,,,,,,,,,,,,,,,,,,GTEX-1PIGE-0326-SM-E8VNQ,,,,,,,,,,,,,
13983,,,,,,,,,,,,,,,,,,GTEX-1PIIG-0726-SM-E9J2I,,,,,,,,,,,,,
14002,,,,,,,,,,,,,,,,,,GTEX-1POEN-0326-SM-EYYWB,,,,,,,,,,,,,
14018,,,,,,,,,,,,,,,,,,GTEX-1PPGY-0526-SM-E9J3Q,,,,,,,,,,,,,
14113,,,,,,,,,,,,,,,,,,GTEX-1QCLY-0726-SM-DTXDX,,,,,,,,,,,,,
14151,,,,,,,,,,,,,,,,,,GTEX-1QEPI-0326-SM-EVYBB,,,,,,,,,,,,,
14171,,,,,,,,,,,,,,,,,,GTEX-1QMI2-0326-SM-EVYBY,,,,,,,,,,,,,
14192,,,,,,,,,,,,,,,,,,GTEX-1QP28-0326-SM-DTXDY,,,,,,,,,,,,,
14219,,,,,,,,,,,,,,,,,,GTEX-1QP29-0926-SM-EVYBN,,,,,,,,,,,,,
14234,,,,,,,,,,,,,,,,,,GTEX-1QP2A-0326-SM-EVR3J,,,,,,,,,,,,,
14289,,,,,,,,,,,,,,,,,,GTEX-1QP6S-0526-SM-E9J4L,,,,,,,,,,,,,
14315,,,,,,,,,,,,,,,,,,GTEX-1QP9N-1626-SM-DTXFJ,,,,,,,,,,,,,
14327,,,,,,,,,,,,,,,,,,GTEX-1QPFJ-0526-SM-DTXDR,,,,,,,,,,,,,
14368,,,,,,,,,,,,,,,,,,GTEX-1QW4Y-1826-SM-EVYBO,,,,,,,,,,,,,
14376,,,,,,,,,,,,,,,,,,GTEX-1R46S-0126-SM-E9J3O,,,,,,,,,,,,,
14397,,,,,,,,,,,,,,,,,,GTEX-1R7EU-0526-SM-E76QO,,,,,,,,,,,,,
14424,,,,,,,,,,,,,,,,,,GTEX-1R7EV-2126-SM-E9J2K,,,,,,,,,,,,,
14444,,,,,,,,,,,,,,,,,,GTEX-1R9JW-2226-SM-E8VMS,,,,,,,,,,,,,
14453,,,,,,,,,,,,,,,,,,GTEX-1R9K4-0326-SM-EVYBQ,,,,,,,,,,,,,
14473,,,,,,,,,,,,,,,,,,GTEX-1R9K5-0426-SM-E8VOV,,,,,,,,,,,,,
14507,,,,,,,,,,,,,,,,,,GTEX-1R9PM-2326-SM-EWRMT,,,,,,,,,,,,,
14518,,,,,,,,,,,,,,,,,,GTEX-1R9PN-1926-SM-E8VO5,,,,,,,,,,,,,
14542,,,,,,,,,,,,,,,,,,GTEX-1RAZA-0426-SM-E8VMW,,,,,,,,,,,,,
14562,,,,,,,,,,,,,,,,,,GTEX-1RAZQ-0326-SM-E9J45,,,,,,,,,,,,,
14586,,,,,,,,,,,,,,,,,,GTEX-1RAZR-0426-SM-EVYC7,,,,,,,,,,,,,
14603,,,,,,,,,,,,,,,,,,GTEX-1RAZS-0426-SM-E9J4C,,,,,,,,,,,,,
14657,,,,,,,,,,,,,,,,,,GTEX-1RLM8-2626-SM-E8VOM,,,,,,,,,,,,,
14745,,,,,,,,,,,,,,,,,,GTEX-1S5ZA-0326-SM-EWRN5,,,,,,,,,,,,,
14784,,,,,,,,,,,,,,,,,,GTEX-1S82U-1326-SM-E9U6J,,,,,,,,,,,,,
14822,,,,,,,,,,,,,,,,,,GTEX-1S83E-0326-SM-EVYCX,,,,,,,,,,,,,
14867,,,,,,,,,,,,,,,,,,GTEX-N7MS-0526-SM-4E3JP,,,,,,,,,,,,,
14947,,,,,,,,,,,,,,,,,,GTEX-NFK9-0426-SM-2QU4B,,,,,,,,,,,,,
14948,,,,,,,,,,,,,,,,,,GTEX-NFK9-0426-SM-2YUNK,,,,,,,,,,,,,
15059,,,,,,,,,,,,,,,,,,GTEX-NPJ7-1726-SM-2QU3I,,,,,,,,,,,,,
15060,,,,,,,,,,,,,,,,,,GTEX-NPJ7-1726-SM-2YUNA,,,,,,,,,,,,,
15124,,,,,,,,,,,,,,,,,,GTEX-NPJ8-1726-SM-2QU3J,,,,,,,,,,,,,
15125,,,,,,,,,,,,,,,,,,GTEX-NPJ8-1726-SM-2YUNB,,,,,,,,,,,,,
15157,,,,,,,,,,,,,,,,,,GTEX-O5YT-1726-SM-3NMD7,,,,,,,,,,,,,
15187,,,,,,,,,,,,,,,,,,GTEX-O5YV-1826-SM-2QU4A,,,,,,,,,,,,,
15188,,,,,,,,,,,,,,,,,,GTEX-O5YV-1826-SM-2YUNI,,,,,,,,,,,,,
15223,,,,,,,,,,,,,,,,,,GTEX-OHPJ-0726-SM-2M47S,,,,,,,,,,,,,
15224,,,,,,,,,,,,,,,,,,GTEX-OHPJ-0726-SM-2YUNM,,,,,,,,,,,,,
15249,,,,,,,,,,,,,,,,,,GTEX-OHPK-1726-SM-48TC4,,,,,,,,,,,,,
15366,,,,,,,,,,,,,,,,,,GTEX-OHPN-2926-SM-3LK65,,,,,,,,,,,,,
15396,,,,,,,,,,,,,,,,,,GTEX-OIZF-1726-SM-7PC3H,,,,,,,,,,,,,
15427,,,,,,,,,,,,,,,,,,GTEX-OIZG-1426-SM-E6CHG,,,,,,,,,,,,,
15466,,,,,,,,,,,,,,,,,,GTEX-OIZI-0426-SM-2XCEF,,,,,,,,,,,,,
15467,,,,,,,,,,,,,,,,,,GTEX-OIZI-0426-SM-2XV52,,,,,,,,,,,,,
15553,,,,,,,,,,,,,,,,,,GTEX-OXRK-0426-SM-2M47N,,,,,,,,,,,,,
15554,,,,,,,,,,,,,,,,,,GTEX-OXRK-0426-SM-2YUMT,,,,,,,,,,,,,
15555,,,,,,,,,,,,,,,,,,GTEX-OXRK-0426-SM-3NB2E,,,,,,,,,,,,,
15556,,,,,,,,,,,,,,,,,,GTEX-OXRK-0426-SM-DKPOI,,,,,,,,,,,,,
15624,,,,,,,,,,,,,,,,,,GTEX-OXRN-1426-SM-3LK5U,,,,,,,,,,,,,
15682,,,,,,,,,,,,,,,,,,GTEX-OXRP-2526-SM-2M47A,,,,,,,,,,,,,
15683,,,,,,,,,,,,,,,,,,GTEX-OXRP-2526-SM-2S1NO,,,,,,,,,,,,,
15749,,,,,,,,,,,,,,,,,,GTEX-P44H-0526-SM-2XCF1,,,,,,,,,,,,,
15750,,,,,,,,,,,,,,,,,,GTEX-P44H-0526-SM-2XV4U,,,,,,,,,,,,,
15795,,,,,,,,,,,,,,,,,,GTEX-P4PP-1726-SM-2M47H,,,,,,,,,,,,,
15796,,,,,,,,,,,,,,,,,,GTEX-P4PP-1726-SM-2S1NS,,,,,,,,,,,,,
15826,,,,,,,,,,,,,,,,,,GTEX-P4PQ-1726-SM-3NB15,,,,,,,,,,,,,
15871,,,,,,,,,,,,,,,,,,GTEX-P4QS-1726-SM-3NB1V,,,,,,,,,,,,,
15898,,,,,,,,,,,,,,,,,,GTEX-P4QT-1726-SM-2M47C,,,,,,,,,,,,,
15899,,,,,,,,,,,,,,,,,,GTEX-P4QT-1726-SM-2S1NQ,,,,,,,,,,,,,
15918,,,,,,,,,,,,,,,,,,GTEX-P78B-0626-SM-2M48C,,,,,,,,,,,,,
15919,,,,,,,,,,,,,,,,,,GTEX-P78B-0626-SM-2S1O5,,,,,,,,,,,,,
15920,,,,,,,,,,,,,,,,,,GTEX-P78B-0626-SM-5S2W4,,,,,,,,,,,,,
15921,,,,,,,,,,,,,,,,,,GTEX-P78B-0626-SM-DIPE1,,,,,,,,,,,,,
15961,,,,,,,,,,,,,,,,,,GTEX-PLZ4-1126-SM-EZ6KT,,,,,,,,,,,,,
15993,,,,,,,,,,,,,,,,,,GTEX-PLZ5-1626-SM-3NB21,,,,,,,,,,,,,
16031,,,,,,,,,,,,,,,,,,GTEX-PLZ6-1726-SM-2QU2Z,,,,,,,,,,,,,
16032,,,,,,,,,,,,,,,,,,GTEX-PLZ6-1726-SM-2S1O6,,,,,,,,,,,,,
16054,,,,,,,,,,,,,,,,,,GTEX-POMQ-2026-SM-2QU3S,,,,,,,,,,,,,
16055,,,,,,,,,,,,,,,,,,GTEX-POMQ-2026-SM-2S1OD,,,,,,,,,,,,,
16067,,,,,,,,,,,,,,,,,,GTEX-POYW-0426-SM-2XCEV,,,,,,,,,,,,,
16068,,,,,,,,,,,,,,,,,,GTEX-POYW-0426-SM-2XV4T,,,,,,,,,,,,,
16104,,,,,,,,,,,,,,,,,,GTEX-PSDG-0626-SM-2QU42,,,,,,,,,,,,,
16105,,,,,,,,,,,,,,,,,,GTEX-PSDG-0626-SM-2S1OE,,,,,,,,,,,,,
16136,,,,,,,,,,,,,,,,,,GTEX-PVOW-0626-SM-2XCF6,,,,,,,,,,,,,
16137,,,,,,,,,,,,,,,,,,GTEX-PVOW-0626-SM-2XV4R,,,,,,,,,,,,,
16178,,,,,,,,,,,,,,,,,,GTEX-PW2O-1826-SM-2QU3A,,,,,,,,,,,,,
